TTPIA A/V Box,format,TTPIAavid,NORMALIZED_CALL_NO,ttpia reel #,#,of,#,BIB_ID,date / range,extent,medium,new title,creator,description note,TITLE,reformatting note,,YYYY,,MM,,DD,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1903 FRAME NA,1903,01,of,01,26477,1968,(31 MIN. TAPE),audio,"interviewed of senator petrus tun from yap state (july 1-7) at capitol hill, saipan, pressession (july 8-august 8) general meeting relating to bills & resolutions. in yapese.",,,"INTERVIEWED OF SENATOR PETRUS TUN FROM YAP STATE (JULY 1-7) AT CAPITOL HILL, SAIPAN, PRESSESSION (JULY 8-AUGUST 8) GENERAL MEETING RELATING TO BILLS & RESOLUTIONS. IN YAPESE.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1904 FRAME NA,1904,01,of,01,26478,1971 / 1972,(QUESTIONS FROM SOVIET UNION) (1 HOUR TAPE),audio,"trusteeship council report on the congress of micronesia on future political status, freedom of free association and independence.",,,"TRUSTEESHIP COUNCIL REPORT ON THE CONGRESS OF MICRONESIA ON FUTURE POLITICAL STATUS, FREEDOM OF FREE ASSOCIATION AND INDEPENDENCE.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1906 FRAME NA,1906,01,of,01,26480,1977,(1 HOUR TAPE),audio,"marshallese folk songs, recorded in 1977. in marshallese language.",,,"MARSHALLESE FOLK SONGS, RECORDED IN 1977. IN MARSHALLESE LANGUAGE.",,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1908 FRAME NA,1908,01,of,01,26482,1972,(POO QUALITY) (1 HOUR TAPE),audio,ponapean musics. in ponapean language. edited and recorded by john d. walter and dusey.,,,PONAPEAN MUSICS. IN PONAPEAN LANGUAGE. EDITED AND RECORDED BY JOHN D. WALTER AND DUSEY.,,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1909 FRAME NA,1909,01,of,01,26483,,(1 HOUR TAPE),audio,marshallese folk songs.,,,MARSHALLESE FOLK SONGS.,,.,,,,,,
RR7 11,"7.25x7.5""",,MFILM V10001 REEL 1977 FRAME NA,1977,01,of,02,28720,1974,,video,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
RR7 12,"7.25x7.5""",,MFILM V10001 REEL 1977 FRAME NA,1977,01,of,02,28720,1974,,video,"""Building a Micronesian Nation."" ",,ESG program covering history of micronesia and modern political development. also draft narrates and trukese and palauan versions. (1974),"SOUND FILMSTRIP ""BUILDING A MICRONESIAN NATION,"" ESG PROGRAM COVERING HISTORY OF MICRONESIA AND MODERN POLITICAL DEVELOPMENT. ALSO DRAFT NARRATES AND TRUKESE AND PALAUAN VERSIONS.",,.,,,,,,
RR7 12,"7.25x7.5""",,MFILM V10001 REEL 1980 FRAME NA,1980,01,of,01,28787,1975,,audio?,"debate among xavier h. s. students on independence, april 27, 1975. taped for political education (usg) use.",,,"DEBATE AMONG XAVIER H. S. STUDENTS ON INDEPENDENCE, APRIL 27, 1975. TAPED FOR POLITICAL EDUCATION (USG) USE.",,.,,,,,,
RR7 12,"7"" diameter",,Not in index (NII),NII-0019,01,of,01,NII,,,video,Ngas interview in Trukese,,OPD,,,.,,,,,,
RR7 12,"7"" diameter",,Not in index (NII),NII-0020,01,of,01,NII,,,video,Dr. Bill Peck chest x-ray,,,,,.,,,,,,
RR7 12,"7"" diameter",,Not in index (NII),NII-0022,01,of,01,NII,,,video,[Medical],,"Morgue/autopsyareas, dietary areas, classrooms, corridor care.",,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1980,,audio,"Trusteeship Council. 1980-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1980,,audio,"Trusteeship Council. 1980-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1980,,audio,"Trusteeship Council. 1980-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1981,,audio,"Trusteeship Council. 1981-05-18, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-18, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-18, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-18, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-18, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-19, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-19, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-22, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-22, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-22, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-22, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,02,NII,1981,,audio,"Trusteeship Council. 1981-05-22, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-27, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-27, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1981,,audio,"Trusteeship Council. 1981-05-27, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,01,NII,1981,,audio,"Trusteeship Council. 1981-05-27, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,01,NII,1981,,audio,"Trusteeship Council. 1981-05-28, AM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1981,,audio,"Trusteeship Council. 1981-05-28, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1981,,audio,"Trusteeship Council. 1981-05-28, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1981,,audio,"Trusteeship Council. 1981-05-28, PM. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,02,NII,1981,,audio,Trusteeship Council. 1981-05-29. ,United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-17, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-17, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-17, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 13,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-18, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-18, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-18, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-18, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-18, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-19, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-19, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-20, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-20, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 14,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-21, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-21, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-25, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,05,NII,1982,,audio,"Trusteeship Council. 1982-05-25, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,04,NII,1982,,audio,"Trusteeship Council. 1982-05-26, AM. Floor. ",United Nations,,,,.,,,,,,
RR7 15,"7.25x7.5""",,Not in index (NII),NII-0004,01,of,03,NII,1982,,audio,"Trusteeship Council. 1982-05-27, PM. Floor. ",United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,02,of,14,NII,1973,,audio,Policitical education feature #02. 1973-08-09. Sapor Village.,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,04,of,14,NII,1973,,audio,Policitical education feature #06. 1973-08. Yap District Legislature.,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,05,of,14,NII,1973,,audio,Policitical education feature #10. 1973-08-24. Truck District Teachers Association.,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,06,of,14,NII,1973,,audio,Policitical education feature #10. 1973-08-27. Truck District Teachers Association.,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,07,of,14,NII,1973,,audio,"Policitical education feature #14. 1973. Palau District Legislature, Magistgrates and Chiefs, part 2.",United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,03,of,14,NII,1973,,audio,Policitical education feature. 1973-02-10. Marshall Islands District Micronesian employees.,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,08,of,14,NII,1973,,audio,Policitical education feature. 1973. Rota Municipal and public,United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,10,of,14,NII,1973,,audio,"Program 10, questions and answers, France.1973. ",United Nations,,,,.,,,,,,
RR7 16,"7.25x7.5""",,Not in index (NII),NII-0004,11,of,14,NII,1973,,audio,"Program 11, United Nations statements by petitioners.1973. ",United Nations,,,,.,,,,,,
